#chromosome	arm	band	iscn_start	iscn_stop	bp_start	bp_stop	stain	density
X	q	12	3341	3672	64600001	67800000	gpos	50
X	q	13	3672	4405	67800001	76000000	gneg	
X	q	21.1	4405	4740	76000001	84600000	gpos	100
X	q	21.2	4740	4830	84600001	86200000	gneg	
X	q	21.3	4830	5559	86200001	98300000	gpos	100
X	q	22.1	5559	5730	98300001	102600000	gneg	
X	q	22.2	5730	5820	102600001	103700000	gpos	50
X	q	22.3	5820	5951	103700001	108700000	gneg	
X	q	23	5951	6352	108700001	116500000	gpos	75
X	q	24	6352	6653	116500001	120900000	gneg	
X	q	25	6653	7195	120900001	128700000	gpos	100
X	q	26	7195	7647	128700001	138000000	gneg	
X	q	27	7647	8168	138000001	147100000	gpos	100
X	q	28	8168	8610	147100001	155270560	gneg	
Y	p	11.3	0	286	1	3000000	gpos	100
Y	p	11.2	286	751	3000001	11600000	gneg	
Y	p	11.1	751	883	11600001	12500000	acen	
Y	q	11.1	883	1002	12500001	13400000	acen	
Y	q	11.21	1143	1268	13400001	15100000	gneg	
Y	q	11.221	1268	1568	15100001	19800000	gpos	50
Y	q	11.222	1568	1727	19800001	22100000	gneg	
Y	q	11.223	1727	1992	22100001	26200000	gpos	50
Y	q	11.23	1992	2169	26200001	28800000	gneg	
Y	q	12	2169	3650	28800001	59373566	gvar	
